path,bytes,sha256,chassis,scripts,print_sections,print_boxes,wit_panel,loop_mark,closure_line,ta_brief,cc,lundy_boxes,sow_strip,award_strip,guide_tagged
Build/Slideshows/BUILD_HUM_W5_Big_Deal.html,60341,5fb48b588ae1,hum-v4,3,14,0,0,0,0,mbm,1,4,1,0,0
Build/Slideshows/BUILD_HUM_W6_Plan_The_Story.html,59959,b7b20351cf1b,hum-v4,3,14,0,0,0,0,mbm,1,4,1,0,0
Build/Slideshows/BUILD_HUM_W7_Tell_The_Story.html,59575,1db28d5b05ed,hum-v4,3,14,0,0,0,0,mbm,1,4,1,0,0
Build/Slideshows/BUILD_HUM_W8_Where_In_The_World.html,59963,7df547b26627,hum-v4,3,14,0,0,0,0,mbm,1,4,1,0,0
GROW_ASDAN/Community_Project/GCOMM_W1_Our_Patch_Our_Say.html,107421,eb50126820af,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Community_Project/GCOMM_W2_Choose_The_Need.html,106447,21f3641e43fa,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Community_Project/GCOMM_W3_Roles_Steps_Resources.html,106706,d6e3271efd08,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Community_Project/GCOMM_W4_First_Contact.html,106982,7bf9994794ac,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Community_Project/GCOMM_W5_Risk_And_Ready.html,109406,c288e5d6e8ad,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Community_Project/GCOMM_W6_Green_Light.html,107398,0934d1068e9f,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Community_Project/START_HERE.html,2898,76e96b04a58f,doc,1,0,0,0,0,0,,0,0,0,0,0
GROW_ASDAN/Enterprise/ENT_W1_Helps_And_Earns.html,107088,d63a934ebbcc,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Enterprise/ENT_W2_Spot_The_Gap.html,106508,54457890fc7a,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Enterprise/ENT_W3_Our_Idea_Our_Users.html,107547,600fa42c4c58,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Enterprise/ENT_W4_Money_In_Money_Out.html,106100,c9e3337bd3cc,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Enterprise/ENT_W5_Brand_And_Pitch.html,107222,e534644703ef,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Enterprise/ENT_W6_Pitch_Day.html,107109,44b4a2873517,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/Enterprise/START_HERE.html,2876,5ea7171952c4,doc,1,0,0,0,0,0,,0,0,0,0,0
GROW_ASDAN/GROW_ASDAN_Hub.html,3428,7fe3fa07c66a,doc,1,0,0,0,0,0,,0,0,0,0,0
GROW_ASDAN/PEQ/PEQ_W1_Knowing_Myself.html,107227,d45cc4dfcf70,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/PEQ/PEQ_W2_Goals_That_Work.html,105890,f7857af850b2,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/PEQ/PEQ_W3_Working_With_Others.html,105934,121a189ffac0,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/PEQ/PEQ_W4_Managing_Myself.html,106268,d767c50b6aef,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/PEQ/PEQ_W5_Solving_Problems.html,106063,4763ebb743e5,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/PEQ/PEQ_W6_Present_My_Progress.html,106826,38b5d0ff32de,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
GROW_ASDAN/PEQ/START_HERE.html,3660,ba2253813f52,doc,1,0,0,0,0,0,,0,0,0,0,0
GROW_ASDAN/Resources_and_Tools.html,4166,221788ec6b54,doc,1,0,0,0,0,0,,0,0,0,0,0
GROW_ASDAN/Scheme_and_Resources.html,11188,ef32b0f1af6b,doc,1,0,0,0,0,0,,0,0,0,0,0
Grow/Slideshows/GROW_HUM_W1_Time_Detectives.html,60522,d34395b2737f,hum-v4,3,14,0,0,0,1,mbm,1,4,1,0,0
Grow/Slideshows/GROW_HUM_W2_Source_Detectives.html,60028,ca209c09082e,hum-v4,3,14,0,0,0,1,mbm,1,4,1,0,0
Grow/Slideshows/GROW_HUM_W3_Cause_And_Consequence.html,60609,2fc16ff27054,hum-v4,3,14,0,0,0,1,mbm,1,4,1,0,0
Grow/Slideshows/GROW_HUM_W4_People_Who_Shaped_Britain.html,60975,d10d4b7dde63,hum-v4,3,14,0,0,0,1,mbm,1,4,1,0,0
Grow/Slideshows/GROW_HUM_W5_Significance.html,60856,eda1b8aa9102,hum-v4,3,14,0,0,0,1,mbm,1,4,1,0,0
Grow/Slideshows/GROW_HUM_W6_Plan_The_Account.html,61177,eb8a0848ebe1,hum-v4,3,14,0,0,0,1,mbm,1,4,1,0,0
Grow/Slideshows/GROW_HUM_W7_Write_The_Account.html,60584,571d4770d00a,hum-v4,3,13,0,0,0,0,mbm,1,4,1,0,0
Grow/Slideshows/GROW_HUM_W8_Where_In_The_World.html,61763,7fa295221529,hum-v4,3,14,0,0,0,1,mbm,1,4,1,0,0
Humanities_Teesside/BUILD_Printable_Pack.html,9326,8902f40b192e,doc,1,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/BUILD_Scheme_of_Work.html,7884,97fa1a5c3dcc,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/GROW_Printable_Pack.html,9850,3a66443d0429,doc,1,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/GROW_Scheme_of_Work.html,8469,6685b30f700f,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/LAUNCH_Printable_Pack.html,9712,e3cdbd69736d,doc,1,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/LAUNCH_Scheme_of_Work.html,7822,70f0a0d21487,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/15_MIN_TUTOR_TIME_REVIEW_OPTIONS.html,6277,bbbaef868695,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/CLAIM_EVIDENCE_REASONING_CARD.html,4975,b380b2267f3c,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/HISTORICAL_HINGE_BANK.html,8750,826298595fe3,doc,1,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/HUMANITIES_MODERATION_TOOL.html,5208,06c4857d0ba3,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/INFLUENCE_REPORT_BACK_GUIDE.html,6045,2699c7bfa189,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/MAP_AND_FIELDWORK_EVIDENCE_CARD.html,5500,75ca75a4167b,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/REPRESENTATIVE_WORK_AND_CONSENT.html,4907,395f1b2f8e1b,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/SOURCE_PROVENANCE_REGISTER.html,5475,b4e1a40c7f6e,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/STAFF_ROLES_RACI.html,5415,756399c3abc4,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/START_HERE.html,6956,f70c6f15d110,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/TA_LISTENING_AND_AUTHORSHIP_CARD.html,5681,bee9f6d10fc2,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/TEACHER_DISCIPLINARY_DECISION_CARD.html,6053,6cf9687f8c7e,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/UAS_ALIGNMENT_TOOL.html,5256,ef44030ea56c,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/specimens/BUILD_HUM_W2_overlay.html,7237,1dedb7587f2b,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/specimens/GROW_HUM_W3_overlay.html,7227,661348ddfe7a,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/specimens/LAUNCH_HUM_W1_overlay.html,7655,f59fcdc1b62c,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/specimens/OBSERVATION_RECORD.html,5295,7c0a6d27fc90,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Lundy_Humanities/specimens/START_HERE.html,5470,b2c862e18dc2,doc,0,0,0,0,0,0,,0,0,0,0,0
Humanities_Teesside/Pathway_Tracker.html,18194,177e9acaca8f,doc,0,0,0,0,0,0,,0,0,0,0,0
LAUNCH_ASDAN/Careers/CAREERS_W1_Know_Myself_for_Work.html,103827,40bb8c672b55,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Careers/CAREERS_W2_The_World_of_Work_and_Its_Sectors.html,103369,9b8086580211,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Careers/CAREERS_W3_Labour-Market_Information_and_Pathways.html,104043,a34f59e9d554,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Careers/CAREERS_W4_Meeting_an_Employer.html,103854,d06ddb9b3e26,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Careers/CAREERS_W5_Matching_My_Profile_to_Opportunities.html,103655,d50f9c0036a4,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Careers/CAREERS_W6_Setting_SMART_Careers_Targets.html,103540,b9a1381fe2d2,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Careers/START_HERE.html,3481,b407d241dca6,doc,1,0,0,0,0,0,,0,0,0,0,0
LAUNCH_ASDAN/Community_Enterprise/COMM_W1_Identify_a_Community_Need.html,103469,a52848bc8b27,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Community_Enterprise/COMM_W2_Plan_a_Social-Action_or_Enterprise_Project.html,103256,e830df239ca2,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Community_Enterprise/COMM_W3_Agree_Roles_Aims_and_Timeline.html,103065,860efe59553e,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Community_Enterprise/COMM_W4_Partner_with_a_Local_Group_or_Charity.html,103369,2562505d041b,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Community_Enterprise/COMM_W5_Begin_Delivering_the_Project.html,103241,4ba89752736f,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Community_Enterprise/COMM_W6_Promote_Our_Project.html,103963,197f9fe98427,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Community_Enterprise/START_HERE.html,3445,6d2e3198503c,doc,1,0,0,0,0,0,,0,0,0,0,0
LAUNCH_ASDAN/LAUNCH_ASDAN_Hub.html,5043,f3b6aa28dc5d,doc,1,0,0,0,0,0,,0,0,0,0,0
LAUNCH_ASDAN/Living_Independently/LI_W1_Self-Care_Routines_and_Organisation.html,103428,638f538c4594,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Living_Independently/LI_W2_Home_Safety_and_Hazard_Awareness.html,103457,b90ba28e7e08,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Living_Independently/LI_W3_Laundry_and_Household_Maintenance.html,103483,905b210980f7,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Living_Independently/LI_W4_Keeping_a_Clean_Safe_Living_Space.html,103241,27a52a6141db,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Living_Independently/LI_W5_Personal_Admin_and_Responsibilities.html,103505,99f6e819994b,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Living_Independently/LI_W6_Plan_and_Shop_for_a_Balanced_Meal.html,104287,6ee92c6c3ffd,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Living_Independently/START_HERE.html,3441,61544720efc4,doc,1,0,0,0,0,0,,0,0,0,0,0
LAUNCH_ASDAN/PEQ/PEQ_W1_Intro_and_Choosing_My_Level.html,105812,e03ac439f171,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/PEQ/PEQ_W2_What_Makes_Communication_Effective.html,105166,272dbe484bd5,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/PEQ/PEQ_W3_Active_Listening_and_Giving_Feedback.html,104907,2039e37e5a1f,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/PEQ/PEQ_W4_Plan_a_Communication_Activity.html,107290,602d486e0d86,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/PEQ/PEQ_W5_Deliver_the_Activity_and_Gather_Evidence.html,107675,7afbb2a37f32,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/PEQ/PEQ_W6_Review_Progress_and_Sign_Off_the_Unit.html,105063,260c90860bed,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/PEQ/START_HERE.html,4555,137f10d72cb6,doc,1,0,0,0,0,0,,0,0,0,0,0
LAUNCH_ASDAN/Resources_and_Tools.html,5583,7db6bef94c3c,doc,1,0,0,0,0,0,,0,0,0,0,0
LAUNCH_ASDAN/Scheme_of_Work.html,12147,8e78973fdbd0,doc,1,0,0,0,0,0,,0,0,0,0,0
LAUNCH_ASDAN/Vocational/START_HERE.html,3952,f24c3957f5b3,doc,1,0,0,0,0,0,,0,0,0,0,0
LAUNCH_ASDAN/Vocational/VOC_W1_Introduction_to_Vocational_Skills_and_Workplaces.html,103897,54b8806ab3ff,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Vocational/VOC_W2_Health_Safety_and_Hygiene_at_Work.html,103230,09aa9551c2fc,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Vocational/VOC_W3_Following_Instructions_and_Routines.html,103276,4baea34e95ad,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Vocational/VOC_W4_Teamwork_in_a_Vocational_Setting.html,102938,88d2cc909f38,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
LAUNCH_ASDAN/Vocational/VOC_W5_Tools_Equipment_and_Safe_Use.html,102769,a2ad22cc54cb,v5-asdan,6,15,0,1,0,1,v5,1,4,1,1,1
